Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,Num_of_Baskets,City,Weather,Temperature,Humidity,Occasion,Cluster Labels,Segment
malay,female,moderate,54,yes,toddler,small,pink,casual,blue,short_sleeve,blue,long,clothes,W4,D7,no,24,0,14.0,2,Cyberjaya,Passing clouds,27,87,Normal Day,0,First
malay,female,fat,54,yes,young,big,red,casual,brown,long sleeve,blue,long,clothes,W6,D10,no,26,0,13.0,1,Putrajaya,Passing clouds,27,87,Normal Day,0,First
indian,male,fat,48,no,no_kids,big,yellow,formal,white,short_sleeve,black,long,clothes,W4,D7,no,16,4,9.0,3,Putrajaya,Passing clouds,27,87,Normal Day,0,First
foreigner,male,fat,52,no,no_kids,small,white,casual,orange,short_sleeve,brown,long,blankets,W3,D10,no,43,3,15.0,3,Kuala Lumpur,Passing clouds,27,87,Normal Day,1,Second
chinese,male,fat,45,no,no_kids,small,green,casual,black,short_sleeve,blue,long,clothes,W5,D10,no,12,3,18.0,3,Putrajaya,Passing clouds,27,87,Normal Day,0,First
malay,female,moderate,45,no,no_kids,small,white,formal,brown,long sleeve,blue,long,clothes,W4,D9,no,57,2,10.0,2,Cyberjaya,Passing clouds,27,87,Normal Day,1,Second
indian,female,moderate,46,no,no_kids,big,pink,casual,white,short_sleeve,blue,long,blankets,W3,D8,no,55,3,17.0,1,Putrajaya,Passing clouds,27,87,Normal Day,1,Second
indian,female,thin,36,no,no_kids,big,red,traditional,black,long sleeve,black,long,clothes,W5,D9,no,28,3,19.0,3,Kuala Lumpur,Passing clouds,27,87,Normal Day,2,Third
chinese,male,fat,32,no,no_kids,big,green,formal,black,short_sleeve,white,short,clothes,W4,D7,yes,51,4,7.0,2,Cyberjaya,Passing clouds,27,87,Normal Day,1,Second
indian,male,moderate,30,no,no_kids,big,green,casual,black,short_sleeve,brown,short,clothes,W6,D7,no,54,2,20.0,3,Cyberjaya,Passing clouds,27,87,Normal Day,1,Second
indian,male,thin,33,no,no_kids,small,black,casual,blue,long_sleeve,grey,short,clothes,W4,D10,no,57,2,8.0,1,Putrajaya,Passing clouds,27,87,Normal Day,1,Second
indian,female,moderate,28,no,no_kids,big,white,casual,white,long sleeve,black,long,clothes,W3,D7,yes,23,5,18.0,1,Kuala Lumpur,Passing clouds,27,87,Normal Day,2,Third
chinese,male,thin,50,no,no_kids,big,green,casual,white,short_sleeve,brown,short,clothes,W5,D9,yes,35,5,8.0,3,Putrajaya,Passing clouds,27,87,Normal Day,0,First
foreigner,female,thin,49,no,no_kids,small,black,formal,black,long sleeve,blue,long,clothes,W4,D8,no,53,2,14.0,2,Putrajaya,Passing clouds,27,87,Normal Day,1,Second
indian,male,fat,51,no,no_kids,big,white,casual,white,long_sleeve,green,long,clothes,W6,D10,no,43,1,15.0,1,Cyberjaya,Passing clouds,27,87,Normal Day,1,Second
indian,male,fat,34,no,no_kids,small,green,casual,green,short_sleeve,brown,long,clothes,W5,D7,no,58,0,11.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
indian,female,moderate,44,no,no_kids,big,blue,formal,green,short_sleeve,black,long,clothes,W4,D8,no,60,3,13.0,2,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
indian,female,moderate,43,no,no_kids,big,green,casual,red,short_sleeve,red,short,clothes,W5,D9,no,14,4,15.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,0,First
indian,male,moderate,39,yes,baby,big,green,formal,orange,short_sleeve,black,long,clothes,W6,D9,no,59,5,10.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
indian,male,moderate,52,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,W3,D10,yes,51,3,13.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
chinese,male,fat,35,no,no_kids,big,white,formal,white,long sleeve,black,long,clothes,W5,D9,yes,54,3,12.0,2,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
indian,male,moderate,30,no,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,W4,D9,yes,59,3,13.0,2,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
foreigner,male,moderate,54,no,no_kids,big,black,casual,green,short_sleeve,black,long,clothes,W4,D9,no,46,0,11.0,2,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
indian,male,moderate,49,no,no_kids,big,blue,casual,red,short_sleeve,black,long,clothes,W6,D10,no,13,0,10.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,0,First
chinese,male,fat,55,no,no_kids,big,black,casual,orange,long sleeve,black,short,clothes,W4,D10,no,32,2,15.0,2,Cyberjaya,Partly cloudy,27,87,Normal Day,0,First
indian,male,thin,40,no,no_kids,big,red,casual,grey,long_sleeve,black,long,clothes,W5,D8,no,60,0,12.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
chinese,male,thin,36,yes,young,big,blue,formal,white,long sleeve,black,long,blankets,W5,D7,yes,60,2,20.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
foreigner,female,fat,36,no,no_kids,big,pink,casual,blue,short_sleeve,black,long,clothes,W4,D8,no,47,4,21.0,3,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
indian,female,fat,45,no,no_kids,big,pink,traditional,white,long_sleeve,white,long,clothes,W4,D10,no,55,2,20.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
chinese,female,fat,37,no,no_kids,big,blue,formal,red,long_sleeve,blue,long,clothes,W4,D9,no,26,1,10.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,2,Third
indian,male,moderate,55,no,no_kids,big,blue,casual,black,short_sleeve,blue,short,blankets,W5,D10,no,14,0,10.0,3,Kuala Lumpur,Partly cloudy,27,87,Normal Day,0,First
indian,male,thin,54,no,no_kids,big,green,casual,white,short_sleeve,blue,long,clothes,W4,D8,yes,26,4,14.0,2,Cyberjaya,Partly cloudy,27,87,Normal Day,0,First
indian,male,fat,44,no,no_kids,big,white,casual,blue,short_sleeve,black,long,blankets,W4,D8,no,13,4,20.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,0,First
chinese,male,thin,44,no,no_kids,small,white,casual,grey,short_sleeve,black,long,clothes,W6,D9,no,32,5,13.0,2,Cyberjaya,Partly cloudy,27,87,Normal Day,0,First
chinese,female,moderate,53,no,no_kids,big,white,casual,white,short_sleeve,red,short,clothes,W6,D10,no,48,4,11.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
chinese,female,moderate,37,yes,young,big,white,casual,green,short_sleeve,pink,short,clothes,W5,D7,no,17,0,8.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,2,Third
foreigner,female,thin,47,no,no_kids,big,red,casual,white,long sleeve,black,long,clothes,W6,D8,no,57,4,17.0,2,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
chinese,male,thin,49,no,no_kids,big,white,formal,blue,short_sleeve,black,short,clothes,W3,D7,yes,35,1,11.0,3,Putrajaya,Partly cloudy,27,87,Normal Day,0,First
indian,male,fat,40,no,no_kids,big,black,casual,black,short_sleeve,blue,long,clothes,W6,D10,no,58,2,17.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
indian,female,fat,32,no,no_kids,big,white,casual,black,short_sleeve,blue,short,clothes,W5,D8,no,18,4,9.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,2,Third
indian,female,fat,49,yes,young,big,black,casual,black,short_sleeve,blue,long,clothes,W5,D7,no,17,2,14.0,3,Cyberjaya,Partly cloudy,27,87,Normal Day,0,First
chinese,male,thin,36,no,no_kids,big,blue,casual,red,long_sleeve,blue,short,clothes,W5,D8,yes,58,5,16.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
indian,female,moderate,50,no,no_kids,big,blue,casual,black,short_sleeve,blue,short,clothes,W3,D9,yes,31,1,16.0,2,Cyberjaya,Partly cloudy,27,87,Normal Day,0,First
chinese,male,fat,52,no,no_kids,big,white,casual,brown,short_sleeve,white,short,clothes,W4,D7,yes,41,2,14.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
indian,female,fat,39,no,no_kids,big,white,casual,blue,short_sleeve,black,short,clothes,W4,D9,no,24,2,16.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,0,First
indian,female,thin,53,no,no_kids,big,white,formal,black,short_sleeve,brown,short,clothes,W6,D10,no,45,5,21.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
indian,male,moderate,31,no,no_kids,big,black,casual,black,short_sleeve,black,long,clothes,W5,D9,no,11,3,7.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,2,Third
indian,female,thin,40,no,no_kids,big,blue,casual,black,short_sleeve,blue,long,blankets,W3,D7,no,41,4,17.0,2,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
foreigner,male,thin,53,no,no_kids,big,green,casual,blue,short_sleeve,black,long,clothes,W5,D10,no,39,2,18.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,0,First
chinese,female,thin,41,no,no_kids,big,blue,casual,black,long_sleeve,black,long,clothes,W5,D7,no,37,5,17.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
foreigner,female,moderate,41,no,no_kids,big,red,casual,red,short_sleeve,orange,long,clothes,W4,D8,no,33,0,9.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,0,First
chinese,male,thin,36,no,no_kids,small,blue,formal,white,short_sleeve,blue,short,clothes,W6,D10,no,41,2,8.0,2,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
indian,male,moderate,32,no,no_kids,big,red,casual,white,short_sleeve,white,short,clothes,W4,D8,yes,44,2,14.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
indian,female,moderate,36,no,no_kids,big,black,formal,black,short_sleeve,white,short,clothes,W5,D7,no,35,4,17.0,2,Cyberjaya,Partly cloudy,27,87,Normal Day,2,Third
malay,female,fat,32,no,no_kids,big,black,casual,white,long sleeve,black,long,clothes,W3,D7,yes,23,1,18.0,2,Putrajaya,Partly cloudy,27,87,Normal Day,2,Third
chinese,male,thin,43,no,no_kids,big,black,casual,blue,long_sleeve,red,short,clothes,W5,D10,no,47,3,16.0,3,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
chinese,male,fat,29,no,no_kids,small,blue,casual,grey,short_sleeve,brown,short,clothes,W3,D7,no,28,2,8.0,2,Putrajaya,Partly cloudy,27,87,Normal Day,2,Third
indian,male,moderate,45,no,no_kids,big,blue,casual,black,short_sleeve,black,long,blankets,W3,D7,no,59,0,12.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
indian,female,moderate,34,no,no_kids,big,blue,formal,yellow,short_sleeve,black,long,clothes,W3,D7,no,32,0,14.0,2,Cyberjaya,Partly cloudy,27,87,Normal Day,2,Third
indian,male,fat,41,yes,yes,big,yellow,casual,orange,short_sleeve,black,long,blankets,W4,D7,no,57,3,14.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
malay,female,fat,45,no,no_kids,big,blue,casual,blue,short_sleeve,black,long,clothes,W4,D10,no,58,0,13.0,2,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
indian,female,thin,54,no,no_kids,big,red,casual,grey,long sleeve,black,long,clothes,W4,D9,no,24,0,14.0,2,Cyberjaya,Partly cloudy,27,87,Normal Day,0,First
foreigner,male,moderate,44,no,no_kids,big,purple,casual,grey,short_sleeve,black,long,clothes,W6,D10,no,38,3,7.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
foreigner,male,moderate,33,no,no_kids,big,white,casual,white,short_sleeve,brown,long,clothes,W6,D8,no,53,3,19.0,3,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
indian,male,moderate,40,yes,young,big,green,casual,white,short_sleeve,black,long,clothes,W6,D7,yes,52,2,17.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
chinese,male,thin,28,no,no_kids,big,white,casual,green,long_sleeve,black,long,clothes,W5,D8,no,27,1,12.0,2,Kuala Lumpur,Partly cloudy,27,87,Normal Day,2,Third
indian,male,moderate,46,no,no_kids,big,black,casual,black,short_sleeve,grey,short,clothes,W5,D8,no,47,4,16.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
indian,male,fat,37,no,no_kids,big,blue,casual,grey,short_sleeve,black,long,clothes,W4,D8,yes,31,2,15.0,2,Putrajaya,Partly cloudy,27,87,Normal Day,2,Third
foreigner,male,moderate,36,no,no_kids,small,white,casual,white,short_sleeve,green,long,clothes,W5,D10,no,11,1,16.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,2,Third
chinese,male,thin,51,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,W4,D9,no,52,2,9.0,2,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
indian,female,thin,45,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,W6,D10,no,38,1,12.0,2,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
foreigner,female,thin,47,no,no_kids,big,red,casual,brown,short_sleeve,pink,long,clothes,W5,D9,no,28,4,14.0,2,Putrajaya,Partly cloudy,27,87,Normal Day,0,First
foreigner,female,moderate,43,no,no_kids,big,red,casual,white,short_sleeve,purple,short,clothes,W4,D7,no,21,5,15.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,0,First
indian,female,fat,35,no,no_kids,big,blue,casual,brown,short_sleeve,black,short,clothes,W4,D10,no,35,4,8.0,3,Putrajaya,Partly cloudy,27,87,Normal Day,2,Third
chinese,female,thin,47,no,no_kids,big,white,formal,red,long sleeve,blue,long,clothes,W6,D8,yes,21,0,18.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,0,First
indian,female,moderate,28,no,no_kids,big,blue,casual,white,long sleeve,black,long,blankets,W3,D7,no,26,0,9.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,2,Third
chinese,male,thin,49,no,no_kids,big,white,formal,white,short_sleeve,black,long,clothes,W4,D10,no,13,4,20.0,3,Cyberjaya,Partly cloudy,27,87,Normal Day,0,First
chinese,male,thin,49,no,no_kids,big,white,casual,blue,short_sleeve,black,long,clothes,W3,D8,yes,52,0,12.0,3,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
indian,female,thin,36,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,W6,D10,no,24,4,13.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,2,Third
chinese,female,moderate,36,no,no_kids,big,white,casual,brown,short_sleeve,blue,short,clothes,W4,D7,no,13,4,16.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,2,Third
chinese,male,moderate,52,no,no_kids,big,black,formal,green,long_sleeve,black,long,clothes,W4,D8,no,29,2,14.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,0,First
chinese,male,thin,44,no,no_kids,big,white,formal,white,short_sleeve,blue,long,clothes,W4,D9,yes,47,1,21.0,3,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
chinese,female,thin,46,no,no_kids,big,black,casual,white,long_sleeve,blue,long,clothes,W6,D9,no,57,5,16.0,2,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
chinese,male,thin,50,no,no_kids,big,white,formal,white,short_sleeve,blue,long,clothes,W6,D9,no,34,0,19.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,0,First
malay,female,thin,34,no,no_kids,big,grey,casual,white,short_sleeve,black,long,clothes,W3,D8,no,60,4,19.0,3,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
indian,male,moderate,52,no,no_kids,big,yellow,traditional,white,long sleeve,black,long,blankets,W4,D8,yes,35,1,15.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,0,First
indian,female,fat,51,no,no_kids,big,pink,casual,white,short_sleeve,black,long,clothes,W5,D8,no,29,0,12.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,0,First
indian,male,moderate,52,no,no_kids,small,yellow,formal,red,short_sleeve,blue,long,clothes,W5,D9,no,16,1,18.0,2,Putrajaya,Partly cloudy,27,87,Normal Day,0,First
indian,female,thin,47,no,no_kids,big,pink,formal,white,short_sleeve,black,long,clothes,W4,D9,no,28,5,13.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,0,First
foreigner,female,moderate,34,no,no_kids,big,red,casual,brown,short_sleeve,pink,long,clothes,W5,D10,no,24,5,21.0,3,Putrajaya,Partly cloudy,27,87,Normal Day,2,Third
chinese,female,moderate,38,no,no_kids,big,white,casual,white,short_sleeve,blue,short,clothes,W4,D10,no,49,1,12.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
foreigner,female,moderate,28,no,no_kids,big,red,casual,white,short_sleeve,purple,short,clothes,W4,D8,no,14,3,21.0,3,Cyberjaya,Partly cloudy,27,87,Normal Day,2,Third
indian,male,thin,36,yes,yes,big,red,casual,red,short_sleeve,red,long,clothes,W6,D8,no,32,2,14.0,2,Kuala Lumpur,Partly cloudy,27,87,Normal Day,2,Third
indian,male,moderate,52,no,no_kids,big,red,casual,red,short_sleeve,blue,short,clothes,W5,D7,yes,26,2,21.0,3,Putrajaya,Partly cloudy,27,87,Normal Day,0,First
foreigner,female,fat,32,no,no_kids,big,black,casual,white,long sleeve,red,long,clothes,W3,D10,yes,44,0,20.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
chinese,female,moderate,36,no,no_kids,big,black,casual,orange,short_sleeve,blue,short,clothes,W4,D10,no,57,5,14.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
chinese,male,thin,36,no,no_kids,big,white,casual,grey,short_sleeve,black,long,clothes,W6,D8,no,50,0,13.0,2,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
indian,female,moderate,44,yes,toddler,big,pink,casual,white,short_sleeve,blue,long,clothes,W3,D7,no,20,4,7.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,0,First
indian,female,moderate,34,yes,young,big,pink,casual,white,short_sleeve,black,long,blankets,W3,D10,yes,27,3,8.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,2,Third
indian,female,thin,33,no,no_kids,big,black,formal,red,long_sleeve,red,long,clothes,W6,D8,no,28,5,15.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,2,Third
chinese,male,thin,43,no,no_kids,big,green,casual,orange,short_sleeve,black,long,clothes,W5,D9,yes,25,4,10.0,3,Kuala Lumpur,Partly cloudy,27,87,Normal Day,0,First
indian,male,moderate,53,no,no_kids,big,black,casual,white,short_sleeve,red,short,clothes,W6,D10,no,49,1,13.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
indian,male,thin,36,no,no_kids,big,red,casual,red,short_sleeve,green,short,clothes,W5,D10,no,32,4,15.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,2,Third
chinese,male,fat,31,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,W3,D8,yes,32,2,11.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,2,Third
malay,female,fat,29,yes,young,big,pink,formal,grey,long sleeve,blue,long,clothes,W6,D9,yes,24,3,20.0,3,Kuala Lumpur,Partly cloudy,27,87,Normal Day,2,Third
indian,female,fat,51,yes,toddler,big,pink,casual,red,short_sleeve,black,long,blankets,W5,D10,yes,12,3,20.0,2,Putrajaya,Partly cloudy,27,87,Normal Day,0,First
foreigner,male,thin,36,yes,young,small,white,traditional,blue,long sleeve,blue,long,clothes,W3,D8,yes,11,5,18.0,3,Kuala Lumpur,Partly cloudy,27,87,Normal Day,2,Third
chinese,male,thin,53,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,W6,D8,yes,29,0,10.0,2,Putrajaya,Partly cloudy,27,87,Normal Day,0,First
indian,female,fat,52,yes,young,big,black,casual,white,short_sleeve,black,long,blankets,W4,D10,no,43,4,16.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
malay,female,moderate,47,no,no_kids,big,white,casual,white,short_sleeve,blue,long,clothes,W6,D10,no,47,3,14.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
indian,male,thin,38,yes,toddler,big,blue,casual,red,short_sleeve,brown,long,clothes,W4,D7,no,35,5,8.0,3,Putrajaya,Partly cloudy,27,87,Normal Day,2,Third
indian,female,moderate,32,yes,toddler,big,pink,casual,black,short_sleeve,blue,long,clothes,W3,D10,no,31,4,18.0,3,Kuala Lumpur,Partly cloudy,27,87,Normal Day,2,Third
malay,female,fat,49,yes,young,small,black,casual,red,long sleeve,black,long,blankets,W3,D7,no,49,5,21.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
malay,female,fat,28,yes,toddler,small,red,traditional,white,long sleeve,white,long,blankets,W6,D7,yes,14,5,14.0,3,Kuala Lumpur,Partly cloudy,27,87,Normal Day,2,Third
chinese,female,moderate,36,yes,young,big,red,casual,black,short_sleeve,black,long,clothes,W5,D7,yes,48,4,16.0,2,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
indian,female,thin,34,no,no_kids,big,white,casual,black,short_sleeve,blue,long,clothes,W6,D10,no,50,4,7.0,3,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
malay,female,moderate,48,yes,young,big,black,casual,black,long_sleeve,grey,long,blankets,W5,D8,no,12,5,20.0,1,Cyberjaya,Partly cloudy,27,87,Normal Day,0,First
foreigner,female,moderate,54,no,no_kids,big,white,casual,yellow,long sleeve,blue,long,blankets,W4,D9,no,46,1,21.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
chinese,male,fat,35,no,no_kids,big,white,casual,black,short_sleeve,blue,long,blankets,W3,D7,yes,60,1,19.0,2,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
chinese,male,moderate,38,no,no_kids,big,black,casual,yellow,long_sleeve,blue,long,clothes,W5,D8,no,20,0,18.0,3,Kuala Lumpur,Partly cloudy,27,87,Normal Day,2,Third
chinese,male,fat,49,no,no_kids,big,red,casual,blue,short_sleeve,black,long,clothes,W3,D9,yes,45,3,11.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
indian,female,moderate,32,no,no_kids,big,white,casual,white,short_sleeve,blue,long,clothes,W3,D8,yes,48,2,20.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
foreigner,female,moderate,35,no,no_kids,big,red,casual,red,long sleeve,black,long,clothes,W4,D7,no,19,4,20.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,2,Third
foreigner,female,thin,41,yes,young,big,black,formal,white,short_sleeve,blue,long,clothes,W3,D10,no,18,0,20.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,0,First
chinese,male,moderate,44,no,no_kids,big,red,casual,yellow,short_sleeve,blue,long,clothes,W6,D8,no,51,0,13.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
indian,female,thin,38,no,no_kids,small,brown,casual,black,short_sleeve,grey,long,clothes,W6,D9,no,48,3,14.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,1,Second
foreigner,male,moderate,32,no,no_kids,big,blue,casual,red,short_sleeve,black,short,clothes,W3,D9,no,55,0,20.0,2,Putrajaya,Partly cloudy,27,87,Normal Day,1,Second
indian,male,moderate,47,no,no_kids,big,white,casual,white,short_sleeve,grey,short,clothes,W5,D10,no,19,1,11.0,1,Putrajaya,Partly cloudy,27,87,Normal Day,0,First
indian,male,moderate,55,no,no_kids,big,blue,casual,black,short_sleeve,grey,long,clothes,W6,D7,no,45,4,16.0,3,Cyberjaya,Partly cloudy,27,87,Normal Day,1,Second
chinese,male,moderate,43,no,no_kids,big,red,formal,black,long_sleeve,grey,short,clothes,W5,D9,no,23,3,21.0,2,Kuala Lumpur,Partly cloudy,27,87,Normal Day,0,First
chinese,male,thin,29,no,no_kids,small,purple,casual,grey,short_sleeve,brown,short,blankets,W5,D9,yes,37,2,10.0,1,Kuala Lumpur,Partly cloudy,27,87,Normal Day,2,Third
